ORDER_NO,CUSTOMER_NUMBER_ONLINE,ORDER_VALUE_ONLINE,DISCOUNT_VALUE_ONLINE,NUMBER_ITEMS_ONLINE,NUMBER_DISCOUNTED_ITEMS_ONLINE
55323816,56031543,"11268,62","2352,76",88,28
55332471,54234687,"12289,11","770,28",64,14
55343645,67704180,"10485,24","6289,31",86,64
55349189,78510288,"10776,06","115,28",92,4
55361534,54975093,"11871,22","821,37",108,12
55366884,58245528,"17694,17","2648,82",142,36
55378390,59872182,"12008,77","417,89",94,8
55380386,66903963,"20112,43","1216,99",178,22
55389195,57899424,"32011,16","2631,79",200,28
55393683,59681085,"26552,39","3032,65",144,68
55398299,88182591,"11062,95","1347,99",76,4
55399921,75987417,"13094,76","2141,85",78,28
55408963,65424933,"27937,06","952,37",264,36
55411907,76110075,"25510,94","1789,46",156,8
55438560,83893122,"10127,61","858,05",84,18
55453693,59194323,"11193,95","2318,7",88,40
55454474,77541156,"16299,02","606,53",122,6
55457138,59318085,"22296,2","288,2",156,4
55470495,78169011,"28023,52","3178,06",154,24
55485274,64833852,"19630,35","132,31",108,0
55508351,61660608,"8201,91","124,45",46,0
55514013,81567690,"16764,07","748,01",138,14
55515314,82796241,"9594,44",0,64,0
55517611,62950041,"18341,31","957,61",142,16
55519287,81139782,"66204,78","1676,8",428,22
55524208,61936899,"7755,2","1575,93",86,14
55529074,57403434,"30914,69","1695,14",202,52
55542955,55300281,"10244,2","51,09",80,0
55558926,66726498,"14589,47","3500,32",136,40
55579940,65530266,"13220,52","2059,32",104,38
55586258,86860599,30130,"8814,99",196,58
55590903,60264411,"14530,52","2944,88",80,8
55593250,75650280,"9400,56","368,11",70,8
55599900,67947252,"20001,08","3573,68",136,22
55613076,76462728,"16681,54","1363,71",132,24
55619916,55237740,"8039,47","2392,06",72,30
55638152,59900688,"16482,42","2663,23",148,36
55650017,60016974,"17273,66","5993,25",138,72
55650431,62282643,"7945,15","1913,91",72,38
55651063,88216506,"31280,18","2951,43",162,16
55666058,69591507,"17242,22","1611,3",156,18
55676869,86557791,"22737,67","801,72",140,20
55683244,84088335,"25864,64","796,48",238,26
55684136,57620541,"6646,94",131,68,0
55686490,58233828,"13777,27","1374,19",28,0
55708522,59969229,"17812,07","500,42",120,0
55709115,58904472,"28717,82","2110,41",220,34
55716422,56297124,"19115,52","653,69",126,6
55737252,67378656,"12800,01","3717,78",78,8
55738930,67868145,"5279,3","364,18",46,4
55746516,54390834,"20518,53","5022,54",122,38
55767068,64781277,"20623,33","1000,84",180,18
55771789,56407323,"6119,01",0,58,0
55799525,76822371,20698,"1222,23",150,20
55810092,53970765,"20176,62","3145,31",96,18
55845477,54342783,"16092,04","2189,01",108,22
55862926,66374559,"25972,06",0,180,0
55864160,85164696,"17602,47","5636,93",134,72
55871427,66476331,"20150,42","3192,47",138,38
55877427,64004028,"17316,89","2388,13",150,24
55879758,86860599,"29814,29","7549,53",214,56
55880451,58235961,"15190,76","3618,22",148,66
55897550,83024187,"10214,07","1478,99",76,12
55899120,54262260,"16868,87","1303,45",96,6
55902003,64948404,"31876,23","558,06",252,8
55906586,67519335,"19545,2","2538,78",140,26
55906847,54303348,"10616,24","1596,89",94,20
55923435,68025669,5109,0,2,0
55924353,54400173,"26511,78","75,98",132,0
55933659,84818364,"16143,13","533,17",134,4
55951758,85164696,"16934,37","6700,65",154,100
55955355,60872055,"8860,84","1393,84",78,22
55959278,59207274,"27308,26","486,01",176,10
55998116,82175280,"3928,69",0,12,0
56005744,65183643,"12967,69","463,74",78,4
56009994,65170092,"7498,44","2889,86",74,32
56017250,62444634,"9485,71","2140,54",50,4
56018637,59833224,"11056,4","1113,5",10,0
56020272,80327187,"10025,43",0,78,0
56021609,61562859,"17189,82","1689,9",130,24
56038592,58095339,"20936,42","4653,12",184,58
56051430,65077599,"9137,25","1002,15",94,12
56060744,84177504,"8756,04","2393,37",64,32
56070716,67696281,"10565,15","78,6",68,0
56075915,65598540,"14402,14","2102,55",92,4
56081572,63680838,"12691,28","4198,55",60,12
56083644,62449647,"7666,12",0,74,4
56090977,62155008,"14947,1","979,88",114,8
56103643,87985182,"21432,91","2234,86",128,20
56104046,66157869,15720,0,2,0
56117004,54856128,"7085,79","945,82",48,22
56126593,83020788,"12101,78","970,71",88,16
56130574,54105273,"13085,59","313,09",84,0
56145589,86693328,"8512,38",0,20,0
56150492,54111300,"11357,7","1933,56",102,20
56153886,67858371,"8521,55","1927,01",76,20
56156025,67868145,"27436,64","1497,33",152,20
56186799,77952348,"15571,97","800,41",136,12
56210137,55498275,"10866,45","944,51",98,0
56217816,75719718,"41516,52","11082,6",362,88
56264173,55945512,"10216,69","954,99",94,16
56265448,56334120,"23359,92","1399,08",148,12
56265743,59008176,"7680,53","1778,98",56,20
56287204,65355822,"15708,21","822,68",134,14
56298026,57470592,"21333,35","805,65",148,16
56325732,86271846,"10791,78",0,56,0
56357826,56368353,"7071,38",0,6,0
56359990,67945773,"16897,69","4138,29",130,52
56361179,66446133,"10021,5","860,67",60,4
56363519,64772946,"11702,23","2646,2",118,30
56375816,57620742,5109,0,2,0
56414148,57875586,"13643,65","493,87",92,8
56450227,62774130,"23984,79","7037,32",190,90
56450394,86632350,"15788,12","235,8",98,0
56452298,56097462,15720,0,2,0
56464650,54368097,"40412,19",0,340,0
56480303,64673031,"19183,64","1408,25",110,4
56484122,69311778,"7459,14","1854,96",58,16
56518783,87596367,"27984,22","6238,22",256,88
56528559,58316541,5109,0,2,0
56531855,55230969,"27486,42","6088,88",140,32
56536571,63621045,"11110,11","1848,41",94,30
56544272,55874280,"8232,04","1302,14",72,32
56553680,59252940,"34407,15","8701,02",254,60
56557895,61643796,"10351,62",0,48,0
56563073,57071589,"24821,88","1087,3",228,18
56569619,77259399,"32570,53","18,34",286,0
56577987,78277179,"34813,25","4114,71",264,52
56605059,55331373,"10381,75","1585,1",74,18
56641243,74283087,"15104,3","1404,32",118,18
56663638,86476248,"6726,85","624,87",44,14
56683798,83037204,"104654,59","6371,84",680,62
56693687,66369135,"13656,75","2055,39",124,34
56704196,58203213,"6867,02",0,46,0
56704954,58621293,"24656,82","813,51",220,18
56709040,68070924,"18979,28","947,13",120,4
56714524,68058780,"17599,85","301,3",124,0
56728657,86198340,"7709,35","1002,15",46,4
56731764,58347060,"11472,98","1569,38",100,24
56748513,58077978,"11957,68","2018,71",70,12
56750637,72134448,"6286,69","121,83",36,0
56764880,55113303,"2225,69",0,24,0
56777536,66038562,"12069,03","3716,47",92,32
56780069,67842444,"15799,91","150,65",100,4
56780605,84988539,"7202,38","748,01",68,18
56786979,58263339,"24676,47","2035,74",216,36
56804717,58839711,"12071,65","1894,26",98,24
56816976,64680276,"7198,45",0,10,0
56843904,54096627,"22884,39","1748,85",152,18
56850007,54468732,"33311,99","9168,69",332,100
56854889,55237740,"11575,16","4168,42",96,40
56860564,63637116,"25472,95","1228,78",194,22
56862679,63637116,"21498,41","4384,57",156,42
56865743,63064275,"15000,81","563,3",110,4
56874422,69591507,"11651,14","1294,28",14,0
56878275,65170092,"6539,52","2445,77",56,18
56897526,75035133,"24024,09","4398,98",190,38
56916256,54384711,"26351,96","2318,7",142,22
56921554,65290263,"12245,88","1809,11",116,18
56940741,80993064,"19283,2","631,42",146,16
56947296,68025669,"14945,79","5754,83",60,36
56977556,58021380,"9248,6","2420,88",76,28
56982412,61183683,"19157,44","1657,15",122,34
56989428,83472207,"47162,62","6324,68",316,62
57020065,65183643,"16579,36","1042,76",122,0
57021387,75796743,"8213,7",0,40,0
57022177,54990756,5109,0,2,0
57027968,56378055,"14319,61","683,82",120,22
57028127,58078284,"19529,48","6344,33",134,44
57047251,88476081,"7918,95","1637,5",24,0
57051114,83405898,"11624,94",0,44,0
57055358,57098268,"29527,4","154,58",240,4
57061202,62377974,"15261,5","201,74",142,4
57063200,60995337,"13479,9",0,20,0
57073253,63609102,"10308,39","924,86",70,20
57083673,58451661,"16575,43",0,112,0
57087065,63419934,"11736,29","416,58",74,8
57088990,63268926,"30470,6","5737,8",208,44
57089989,57752358,"24892,62","3081,12",138,20
57102957,57161700,"7047,8","151,96",64,0
57106604,59108643,"11782,14","1416,11",88,24
57111271,63857052,"13756,31","6712,44",110,64
57127107,59382996,"11520,14","821,37",70,16
57137670,66311127,"10104,03","1887,71",96,18
57141415,66014214,"8501,9",0,8,0
57160445,65698896,"8581,81","3956,2",92,46
57171635,75303819,"12083,44","495,18",76,4
57178922,66903963,"28451,89","218,77",278,8
57182595,57789693,"25682,55","1068,96",180,10
57185536,60524790,5633,"1392,53",44,12
57218220,56714592,"9080,92","623,56",62,8
57232049,65249214,"22398,38","3622,15",206,68
57265653,56301510,"10658,16","660,24",70,14
57288058,54028599,"25750,67",0,224,0
57300251,65371014,"33946,03","2926,54",214,16
57334791,88495983,"20903,67","10537,64",174,112
57348925,55230969,"28660,18","6915,49",142,28
57350591,54289989,"17696,79","1087,3",164,20
57352837,64289433,"20721,58","662,86",134,8
57371087,83989089,"12327,1","400,86",128,4
57372258,88376475,"22791,38","1412,18",142,4
57377530,87186132,"26099,13","2710,39",238,58
57384789,54480891,"18590,21","3633,94",144,36
57396903,54459141,"30036,99","5876,66",202,32
57403158,60244923,"20518,53","995,6",164,22
57406887,53848659,"7853,45","1658,46",64,14
57441074,62449647,"6353,5",0,54,0
57443732,83353620,"8171,78","2520,44",58,26
57461272,55650483,"7907,16","696,92",64,8
57510286,57130074,"18755,27","2114,34",136,40
57528724,57566454,"9870,85","213,53",86,6
57536136,56334954,"11191,33","1341,44",104,24
57539913,86594496,"9872,16","340,6",54,0
57556783,66808878,"23122,81","2812,57",196,52
57608794,86733825,21615,"5202,01",154,56
57610763,57290652,"19932,96","1667,63",190,30
57612669,66115752,"18235,2","6060,06",172,76
57619778,54342783,"11586,95","1070,27",88,6
57623002,62774130,"27981,6","6158,31",186,46
57633615,65932221,"33029,03","2398,61",236,24
57662878,67159914,"6914,18","496,49",48,4
57685906,77272779,"11178,23","711,33",58,6
57693889,82401297,"9422,83","462,43",82,4
57698893,75094638,"22277,86","7452,59",184,86
57711047,60418689,"9490,95","13,1",58,0
57712917,83891721,"9881,33","2378,96",68,42
57742426,84273690,"25214,88","508,28",152,10
57744769,58308759,"12899,57","2770,65",140,40
57748256,74713728,"25044,58","2403,85",182,12
57756052,86828307,"12507,88","2018,71",84,4
57759980,60011991,"12578,62","3074,57",118,46
57760137,56368353,"9036,38",0,4,0
57767509,57026931,"13579,46","476,84",100,4
57817341,61501377,"34306,28","2444,46",264,16
57849521,78677076,"7592,76",0,6,0
57851057,85926618,"10721,04","334,05",92,8
57853911,87049662,"7140,81",0,64,0
57872920,86837601,"14941,86","2402,54",112,28
57889838,78677076,"7071,38",0,4,0
57892828,66962928,"21033,36","1273,32",144,0
57896456,67053471,"17907,7","1147,56",132,20
57912675,58592157,"15423,94","672,03",134,8
57919716,56641086,"9838,1","1671,56",58,12
57923402,59815785,"28007,8","3281,55",204,30
57930388,60345015,"9993,99","1363,71",78,16
57934919,74283087,"14174,2",2358,52,26
57943518,64256751,"22622,39","896,04",284,20
57944354,61555968,"8241,21","3053,61",6,0
57954555,58666323,"15514,33","3353,6",118,58
57954869,75820518,"21879,62","179,47",184,6
57971002,54884493,"10772,13","2372,41",74,26
57974035,60015795,"17846,13","6425,55",158,48
58011148,62246367,"6455,68",0,72,0
58014181,64858440,"22221,53","1624,4",146,20
58021327,67135269,"13415,71","5854,39",114,36
58024778,67272948,"12443,69","6667,9",100,60
58076054,86679993,"18527,33","861,98",166,12
58080247,61579782,"15592,93","1294,28",132,16
58119430,57620742,"46224,66","2187,7",294,18
58121463,89217534,"17297,24","2610,83",200,34
58121659,60071169,9432,0,2,0
58124615,67257306,"25015,76","4917,74",124,32
58143703,63898656,"21738,14","3309,06",186,48
58145790,65325285,"15946,63","3251,42",126,40
58151300,60656709,"13448,46","5587,15",40,28
58176932,77886876,"19069,67",3144,98,20
58180540,89161581,"13059,39","163,75",110,4
58204090,58128882,"12874,68","2099,93",116,32
58209165,67919763,"10139,4","32,75",78,0
58224273,60244923,"12958,52","1573,31",90,20
58242989,54787686,"19553,06","91,7",128,4
58245332,55482132,"11978,64","1566,76",50,10
58251485,84669531,"19196,74",1179,128,14
58267750,55772757,"19994,53","1261,53",158,12
58271307,62055456,"11073,43","666,79",94,4
58296303,58462740,15720,0,2,0
58309640,58652295,"9219,78","1353,23",70,22
58312497,68008863,"7472,24","2507,34",58,16
58315987,65003508,"17252,7","183,4",120,0
58325637,77886876,"30997,22","2689,43",138,40
58328007,54212274,"24423,64","62,88",170,4
58335503,60832788,"18105,51","810,89",102,4
58337100,56816163,"12697,83","5237,38",114,48
58359993,59967819,12576,0,2,0
58364448,63857052,"7994,93","2267,61",56,26
58381262,54105273,"20783,15","3388,97",142,36
58397375,75171804,"17506,84","4371,47",150,44
58397450,64781277,"11757,25","3290,72",96,28
58397516,88593018,"7708,04","250,21",60,0
58410903,59900688,"12396,53",0,32,0
58417490,65345421,"22733,74","605,22",160,10
58425081,88552197,"25761,15","3269,76",148,40
58434238,63536982,"15472,41",0,172,0
58440906,64078488,"10993,52","662,86",94,4
58455796,64855554,"16885,9","7017,67",136,38
58462402,55507014,"20082,3","1396,46",166,24
58462845,80218353,"7633,37","876,39",36,16
58465756,81867591,"7553,46",0,76,0
58473675,66726498,"8377,45",0,64,0
58482167,85859865,"11106,18",0,64,0
58488902,83265297,"19449,57","307,85",132,4
58492046,65639754,"18730,38","2536,16",160,50
58508704,63536982,"25507,01","822,68",270,8
58525466,57434124,"2817,81",786,26,18
58548746,82897437,"10700,08",0,56,0
58551450,63034236,"9303,62",0,60,0
58558774,58840272,"18633,44","4406,84",120,24
58618667,58469034,"19515,07","3103,39",122,44
58662435,87859200,"30864,91","103,49",270,0
58672531,84110052,"6823,79",0,42,0
58673326,65203434,"10098,79","2629,17",74,10
58682463,60061857,"14875,05","1811,73",54,16
58694167,85597968,"14582,92","1473,75",102,26
58699453,86745642,"21836,39","373,35",158,4
58722070,55840431,"9477,85","1514,36",78,20
58734402,86924322,"20718,96","3565,82",124,50
58751894,62932062,"17783,25","5224,28",134,60
58757577,88374108,"11179,54","6223,81",64,28
58761555,57071589,"21597,97","1861,51",198,20
58762530,61986042,"39040,62","5550,47",230,42
58769260,67089846,"8695,78","2709,08",68,26
58773102,78023562,"26062,45","1903,43",220,12
58790922,74977707,"22556,89",131,106,0
58791122,85597968,"8305,4",0,16,0
58812568,60612159,"15747,51","4468,41",136,38
58817636,89080119,"11846,33",0,138,0
58847876,60447324,"18210,31","1061,1",132,14
58856785,74766966,"18998,93","1824,83",118,12
58857993,76999470,"14593,4","157,2",70,4
58884198,57287091,"20066,58","3999,43",164,64
58913544,63208737,"15440,97","3571,06",128,48
58913835,85696311,"16702,5","7322,9",72,38
58921158,61281204,"568,54",0,2,0
58929780,60985239,"13927,92","1840,55",98,30
58983977,74902551,"10521,92","1822,21",70,24
58987674,87055533,"11579,09","3189,85",108,24
58990413,60267966,"8209,77",0,6,0
58992530,58245528,"15650,57","2350,14",130,30
59000416,67930515,"19044,78","1634,88",138,12
59001455,67766499,"23568,21","724,43",178,8
59009997,86547291,"13905,65","1236,64",106,4
59015655,58406220,"15929,6","1906,05",106,14
59026689,61468665,"29905,99","8832,02",186,40
59048646,60068433,"27303,02","1604,75",134,14
59049479,66997200,"17248,77","1813,04",146,14
59066718,57620541,"14863,26","1088,61",102,4
59083032,69311778,"10069,97","2236,17",74,8
59086980,62377974,"13782,51","1896,88",116,24
59094861,77541156,"6739,95",0,10,0
59103631,79540359,"14065,47","7411,98",112,48
59123996,86136447,"9733,3","2578,08",58,16
59135120,75936984,"12177,76","4215,58",98,22
59145749,87641265,"13111,79","1037,52",88,12
59163950,62087100,"12351,99",0,104,0
59180254,54826104,"38341,08","4761,85",236,18
59187772,66038562,"10512,75","647,14",72,12
59209541,77377356,"14145,38","157,2",82,4
59210785,55533849,"26961,11",0,266,0
59211934,54725979,"13967,22","2618,69",36,0
59213681,61040301,"14094,29","841,02",104,16
59223750,86556837,"9058,65","501,73",70,8
59237235,68155860,"12708,31","1327,03",98,20
59242375,65218995,"17971,89","602,6",164,0
59250110,57620742,"34560,42","379,9",248,12
59254732,61629066,"11543,72","2534,85",94,40
59291626,66873015,"10318,87","681,2",96,8
59306834,55410867,"21832,46","766,35",106,16
59313830,56740761,"16482,42","1426,59",108,12
59321054,61833750,"14961,51","3179,37",104,40
59328988,63536982,"16745,73","2585,94",148,24
59332028,54872868,"8163,92","1266,77",60,12
59414146,55159095,"10360,79","2749,69",88,24
59415558,89226285,"12624,47","6750,43",130,64
59433645,76720206,"15515,64","437,54",98,8
59435039,58075848,"23521,05","6405,9",116,12
59439805,60300600,"15037,49","1008,7",88,20
59456752,55016805,"9137,25",0,40,0
59460421,66590838,"8077,46","1938,8",60,20
59468233,64468380,9432,0,2,0
59470177,75746589,"28053,65","1637,5",206,28
59473073,87859200,"18159,22","615,7",148,14
59508706,66369135,"6608,95","509,59",58,12
59511660,88253649,"12241,95","65,5",58,6
59517342,84173418,"27614,8","3787,21",178,44
59524551,67866153,"14102,15","4596,79",138,60
59534407,58914714,"14966,75","2473,28",142,52
59544190,89269125,"16943,54","869,84",156,16
59577767,58718859,"28057,58","7298,01",242,64
59578891,87870042,"9676,97","582,95",68,4
59593759,67725882,"11982,57","470,29",88,16
59625965,61123854,"34125,5","3882,84",186,0
59632134,54207585,"18760,51","3840,92",106,24
59648876,61542336,"16947,47","360,25",132,4
59669684,53996706,"28011,73","2073,73",104,22
59676657,86648217,"12431,9","934,03",112,4
59702050,66038562,"9766,05","1101,71",80,18
59708771,61817130,"4119,95",0,34,0
59719617,85597968,"11611,84","2832,22",80,20
59735239,86661567,"13434,05","3821,27",92,28
59742755,61167813,"17123,01","3746,6",78,0
59748402,54163971,"11077,36","2792,92",138,56
59765489,87012189,"10601,83","234,49",66,0
59767495,64781277,"12029,73","766,35",82,0
59812106,85822152,"9906,22","487,32",78,12
59813111,55752717,"19669,65","1777,67",146,8
59813995,55618011,"28387,7","517,45",224,18
59817179,60582357,"13629,24","1291,66",92,8
59825983,64169139,"8258,24","660,24",36,10
59833780,57528960,"20743,85","2433,98",168,34
59841569,56413062,"10738,07","170,3",76,4
59864796,83037972,"19562,23","5989,32",182,80
59878041,54234687,"16004,27","1156,73",114,14
59882773,65009796,"17581,51","10613,62",182,82
59895439,75835203,"12858,96","1778,98",126,30
59905865,59848152,"17310,34","847,57",116,10
59915879,61326126,"17285,45","1055,86",116,16
59924902,54526578,"17678,45","1991,2",166,18
59934864,65536584,"12181,69","850,19",90,4
59935153,55796979,"33681,41","2449,7",250,34
59936906,64432968,"19056,57","1587,72",140,18
59955065,86658900,"16619,97","280,34",114,0
59984231,61563972,"11264,69","1108,26",70,4
59987107,88400055,"13248,03",0,98,0
60002282,80218353,"25635,39","4152,7",198,40
60008164,66369135,"10515,37","128,38",84,4
60008673,61778196,"8175,71","1389,91",78,16
60045392,60479475,"21588,8","2424,81",146,26
60068672,60971409,"18287,6","2196,87",82,24
60077079,66014214,"29750,1","4805,08",196,64
60080103,67257306,"37259,02","6158,31",112,16
60089761,76445913,"9458,2","3035,27",28,12
60101555,58208151,"16659,27","2549,26",172,46
60113795,86725329,"16593,77","2323,94",144,30
60114315,75987417,"8521,55","2524,37",82,52
60118961,58808826,"3065,4",0,10,0
60119006,89238627,"19059,19","1025,73",144,8
60120166,87531921,"5360,52",0,30,0
60132155,58574217,"22906,66","972,02",166,16
60135502,55463280,"27965,88","4189,38",86,28
60136725,67335951,"19815,06","233,18",154,0
60167207,56761533,"10435,46","987,74",10,0
60180385,86873961,"17916,87","1299,52",114,16
60213900,63513087,"13026,64","459,81",136,4
60221640,54990756,"20593,2","521,38",136,12
60242008,77740242,"12676,87",0,102,0
60257976,61312611,"16965,81","267,24",120,8
60262184,56413062,"19018,58","415,27",126,0
60262460,61137780,"18663,57","1076,82",116,16
60290734,61695777,"8381,38",0,4,0
60293582,55159095,"15706,9","4015,15",84,26
60305117,57988647,"15151,46","425,75",118,4
60320220,55878249,"16579,36","1375,5",116,18
60329344,54235995,"13540,16","653,69",102,4
60344494,53979279,"20040,38","935,34",154,12
60345975,54469857,"29371,51","2838,77",192,50
60363921,58022265,"20179,24","1654,53",144,20
60365342,66115752,"22949,89","3527,83",170,50
60366711,56749356,"17530,42","4287,63",100,30
60375001,87469521,"10537,64","2401,23",80,44
60379221,67174629,"18701,56","1385,98",140,18
60412609,62828172,"26784,26","3183,3",204,18
60443978,63201315,"10090,93","1579,86",72,16
60461386,75202650,"17033,93","4233,92",148,50
60464513,56322675,"14869,81","1091,23",150,20
60464777,83963613,5109,0,2,0
60487942,60264411,"8829,4","979,88",4,0
60509351,69311778,"6965,27","2258,44",54,6
60519730,59977233,"15498,61","3252,73",164,36
60519874,66114477,"13951,5","830,54",72,0
60527822,65270484,"16490,28","2606,9",122,40
60528886,60822387,"8243,83",0,18,0
60545970,57161700,"12265,53","2213,9",92,20
60556078,85453944,"17195,06","992,98",144,0
60561708,59253906,"17102,05","2430,05",148,38
60568985,60219324,"11390,45","1849,72",76,14
60587342,78885837,"16120,86","1957,14",86,24
60587951,61001082,"15516,95","947,13",138,16
60589542,57433047,"18172,32","2291,19",128,26
60617839,74757108,"45529,05","712,64",368,12
60622905,54257529,"36391,8","10926,71",192,60
60656688,84408573,"32537,78","4968,83",220,20
60663205,77952348,"17154,45","2893,79",200,36
60680394,63513087,"24342,42","1211,75",186,8
60694930,66476331,"14106,08","645,83",88,4
60696333,62849502,"9728,06","721,81",84,0
60702008,68161755,"11379,97","5614,66",116,52
60703810,55291518,15720,0,2,0
60711723,63822876,"11634,11","4518,19",88,26
60717675,59092056,"13008,3","2963,22",96,30
60733103,65688960,"26657,19","2638,34",238,38
60734549,84659694,"20556,52","5710,29",188,72
60757867,55735635,"10068,66","2794,23",78,12
60812339,87790845,"23548,56","5157,47",200,44
60822908,68091045,"9291,83","457,19",48,10
60826630,86600190,"16946,16",0,110,0
60830285,76750110,"13178,6","5695,88",160,66
60848481,86045133,"14331,4","90,39",84,4
60873329,58589736,"13959,36","6635,15",116,56
60877994,82935279,"15353,2","8279,2",172,146
60883087,74455836,"12141,08","2145,78",86,16
60890693,83641203,"11285,65",0,64,0
60891021,67236252,"16174,57","3261,9",126,22
60899258,89160474,"3902,49","1173,76",40,0
60912106,86517393,"12593,03","132,31",108,0
60918974,86618253,"10580,87","940,58",66,8
60943808,60230106,"16752,28","7240,37",172,96
60959542,66860637,"15490,75","2308,22",104,34
60971227,88012557,"27152,37","3183,3",204,52
60971272,65478288,"33835,99","5864,87",186,62
60980070,63747390,"9014,11","2889,86",80,36
60998491,69591507,"19901,52","1366,33",180,24
61010864,55866510,"13448,46","2506,03",124,32
61026298,65698896,"7840,35",0,30,0
61029058,86049957,"10384,37","3552,72",88,30
61035811,65963082,"20890,57","1759,33",160,20
61041442,62815977,"7254,78","364,18",54,4
61043915,61056654,"28861,92","1975,48",152,12
61044349,67766499,"29023,05","2496,86",212,34
61066929,58085433,15720,0,2,0
61080983,76030278,"20325,96","4995,03",192,76
61082595,85597968,"19469,22","581,64",158,18
61098159,59392032,"12522,29","167,68",90,4
61100244,88030785,"13365,93",1572,144,42
61126240,66017442,"27200,84","3906,42",154,28
61152125,65978328,"13697,36","576,4",110,20
61152976,57967902,"8085,32","124,45",68,0
61158229,84331713,"12625,78",0,100,0
61159531,88520394,"12902,19","716,57",94,14
61172311,89317629,"8440,33","1713,48",64,12
61181963,54418290,"16196,84","848,88",124,22
61182451,60261447,"17840,89","301,3",132,0
61186120,86568393,"11010,55","2023,95",110,24
61188669,67178649,5109,0,2,0
61201913,74544123,"19756,11","1603,44",138,20
61212802,54384711,"9476,54",0,54,0
61228820,66590838,"9078,3",0,90,0
61234084,83796591,"14730,95",0,144,16
61242712,69591507,"8153,44","863,29",4,0
61254434,56632320,"18759,2","1050,62",146,24
61257577,59768574,"18337,38","1658,46",170,20
61265095,54814725,"17555,31","1072,89",134,4
61287519,65406624,"6774,01","372,04",54,14
61299244,58796901,"24960,74","6637,77",54,10
61303982,55488234,"20257,84","1862,82",186,16
61308757,65943573,"27490,35","784,69",196,6
61314124,61415715,"22245,11","1717,41",146,28
61330482,56867526,"11546,34","1332,27",84,16
61339147,56776932,"15375,47","869,84",136,24
61341121,54028599,"35591,39","1224,85",296,16
61345013,57566454,"12366,4","1552,35",88,22
61346569,60279660,"7444,73","298,68",44,10
61347335,58698585,"19332,98","415,27",26,0
61382068,56453967,"26327,07","3062,78",218,42
61383173,54289989,"37691,32","2837,46",236,20
61383663,53825553,"10478,69","1104,33",56,0
61402173,55836057,"10308,39",0,84,0
61404294,58006056,"18710,73","999,53",158,30
61418586,56844414,"17481,95","652,38",118,4
61419329,55118052,"17432,17","1368,95",146,20
61420745,79648686,"19757,42","1962,38",142,12
61430124,61277022,"22807,1","1114,81",154,4
61448345,66037038,"18900,68","2212,59",100,4
61452020,60219324,"10051,63","653,69",86,4
61459223,61827177,"14140,14","472,91",102,14
61469496,67262835,"8047,33","360,25",80,0
61474365,57647922,"12549,8","3091,6",168,48
61480991,62146941,"33511,11","1501,26",154,8
61483390,65833617,"9221,09","580,33",64,0
61485036,86894736,12576,0,2,0
61489959,58839711,"13715,7","370,73",88,0
61492117,61540830,"27675,06","1042,76",132,8
61503641,68025498,"11255,52","730,98",84,8
61509815,58849362,"23906,19","9865,61",192,100
61526922,61743141,"22330,26","4828,66",194,54
61534282,67527627,"19306,78","1256,29",118,24
61537669,61729071,13231,"1657,15",82,12
61539642,83314737,"7299,32","2061,94",84,28
61548552,59661087,"12416,18","968,09",42,0
61555562,55407387,"8534,65","430,99",8,0
61560199,75820518,"26549,77","2122,2",190,20
61572787,86837601,"11556,82","1932,25",98,28
61573269,87596367,18209,"4267,98",176,76
61580514,55463280,"21693,6","5446,98",176,36
61581337,55058715,"14030,1","1518,29",110,12
61582112,64781532,"20529,01","3257,97",128,10
61583536,61723635,"41935,72","3800,31",278,62
61586621,68196801,"12971,62","2373,72",92,46
61588058,60402369,"23430,66","637,97",168,4
61613482,77631939,"15874,58",0,14,0
61620982,62523222,"21658,23","970,71",148,0
61633131,54276894,"18626,89","774,21",108,12
61640957,79259856,"25965,51","2313,46",148,34
61656850,55089711,"27954,09","3694,2",222,46
61661673,55018674,"19385,38","4629,54",158,84
61677921,58191579,"12686,04","3889,39",106,62
61706758,88495983,"15122,64","3343,12",124,20
61713575,85979703,"16291,16",2751,44,0
61715557,80080437,"20450,41","2782,44",162,42
61716134,82549902,15720,0,2,0
61718632,70968309,"14961,51","1739,68",112,40
61741501,76462728,"21943,81","3010,38",166,14
61750734,59097777,"12287,8","1016,56",106,16
61782687,54028599,"44516,42",0,358,0
61789881,55576830,"11949,82","9314,1",102,92
61790515,66943263,"22226,77","3154,48",180,52
61793075,66541515,"22839,85","1049,31",126,10
61810509,81558507,"15346,65","3332,64",112,42
61811527,76639563,"12708,31","6176,65",114,80
61825704,88285869,"12245,88",0,110,0
61834151,85110048,"24625,38","1603,44",170,22
61848574,83511513,"25358,98","2520,44",222,18
61850503,74753760,"28652,32","2025,26",230,28
61850506,89268966,"16671,06","1896,88",138,24
61853973,56413062,"15875,89","176,85",106,0
61859401,55128789,"23202,72","1565,45",174,14
61880122,61116033,"7067,45",0,48,0
61893813,61695777,"21208,9","1900,81",158,18
61894727,85513353,"13879,45","2732,66",136,34
61942502,66504696,"31213,37","724,43",100,12
61947536,65598540,"13109,17","1458,03",84,20
61980273,66786321,"9894,43","2473,28",84,24
61990516,80306547,"14686,41","79,91",134,0
61999140,86477337,"13069,87","1516,98",82,12
62000592,66244569,"9075,68","2777,2",62,38
