CUSTOMER_NO,LOYALTY PROGRAM,AGE,CUSTOMER_TYPE,GENDER
66728310,0,2,1,0
66733659,1,3,3,0
66733743,0,4,1,0
66734589,1,1,3,1
66737598,0,1,1,0
66737991,1,1,2,0
66738339,0,2,1,0
66741045,0,3,3,0
66741660,0,3,2,0
66744519,1,3,3,1
66747657,1,2,3,0
66747969,0,2,3,0
66748221,0,2,2,0
66755763,1,1,1,1
66759888,0,3,2,0
66760707,1,4,1,1
66761802,0,2,2,0
66763473,0,3,1,0
66766299,0,2,3,1
66766953,0,4,2,0
66770079,0,3,2,1
66770103,0,4,1,0
66773343,0,3,3,0
66779415,1,3,3,0
66782088,0,2,1,0
66782169,1,2,2,0
66782433,0,3,3,0
66784449,0,1,2,0
66786153,0,3,1,0
66786321,0,2,2,0
66789111,0,3,1,0
66791793,0,3,2,1
66792045,1,4,1,1
66792621,0,2,2,0
66794595,0,3,1,1
66795510,0,1,1,0
66798066,1,4,2,0
66802539,1,3,1,1
66807774,1,2,2,1
66808878,1,3,1,0
66812622,0,2,1,0
66813132,0,2,3,0
66816927,0,3,1,0
66817515,1,2,2,1
66817581,1,4,1,0
66818745,0,3,2,0
66825477,1,3,1,0
66831564,0,2,2,1
66834216,0,2,4,0
66834594,0,2,3,0
66834768,0,2,2,1
66835581,0,2,2,0
66836610,0,2,1,1
66837942,1,2,2,0
66838845,1,2,3,0
66839418,0,4,1,0
66842232,0,1,2,0
66847146,0,3,1,0
66852513,0,3,1,1
66852528,0,2,1,0
66856707,0,3,0,0
66860607,0,2,4,0
66860637,1,2,1,0
66861231,1,2,1,0
66862053,0,2,2,0
66863922,0,2,2,0
66864039,0,3,1,0
66864954,0,3,2,0
66865374,0,4,1,0
66873015,0,2,2,0
66875787,0,1,2,0
66876135,0,2,2,0
66881466,0,2,2,0
66882369,0,2,2,0
66884364,0,3,0,1
66884838,0,3,2,0
66886341,0,2,3,0
66886518,1,2,3,0
66891576,0,2,2,0
66892077,0,1,1,0
66895695,0,2,2,0
66898776,1,3,2,0
66902589,1,1,1,0
66912327,1,3,2,0
66912600,0,3,1,1
66915498,1,2,1,1
66917271,0,3,2,0
66920544,0,2,4,0
66922356,1,2,3,1
66924195,1,3,2,0
66926196,0,1,4,1
66933090,0,3,1,0
66933864,0,2,3,0
66934605,0,2,2,0
66936066,0,2,2,0
66939222,0,3,2,1
66939543,0,3,1,1
66941385,0,3,1,0
66943263,1,3,1,1
66948903,0,3,1,1
66955311,0,2,1,0
66957225,1,2,1,1
66960612,0,4,1,0
66962928,0,3,2,0
66966780,0,2,3,0
66967425,0,2,2,0
66969363,0,2,1,0
66981729,0,3,1,0
66985158,0,4,1,1
66985641,0,4,1,0
66988287,0,2,2,0
66989649,0,2,2,1
66990114,0,4,1,1
66993168,1,4,1,1
66994713,0,2,1,0
66995154,0,3,2,0
66995613,1,2,1,0
66996306,0,2,3,1
66997200,0,2,1,0
66997215,1,3,1,1
66999789,1,2,1,0
67001040,0,3,1,0
67004364,0,2,4,0
67004637,0,3,1,1
67005798,0,2,1,0
67008750,1,2,0,1
67015548,1,4,1,1
67015674,1,1,2,1
67018599,0,3,1,0
67019898,0,2,2,0
67022031,1,2,1,0
67022490,0,2,2,1
67024935,1,3,3,1
67027065,0,3,2,1
67027383,0,2,2,1
67029384,0,1,1,0
67031082,1,4,1,0
67031973,1,4,1,0
67033503,0,2,2,0
67033833,1,3,1,1
67033857,1,2,2,1
67042038,0,2,2,0
67049172,0,2,2,1
67050429,0,2,2,0
67051593,0,2,1,1
67052310,0,2,1,1
67053471,0,2,2,0
67063926,0,4,2,1
67065516,0,2,1,0
67065864,1,2,1,1
67068378,0,3,3,0
67070853,0,2,2,0
67072575,0,1,2,0
67075440,0,2,1,1
67075749,0,3,2,0
67078965,0,2,1,0
67079025,1,2,2,0
67080969,0,1,2,0
67081686,1,2,1,0
67086105,1,4,1,1
67089846,1,2,2,1
67098822,1,2,1,1
67102308,1,2,2,0
67104462,0,3,2,0
67108065,1,2,1,1
67110459,1,1,2,0
67114167,0,1,2,0
67115415,1,3,1,0
67118979,0,3,2,0
67130505,0,2,1,0
67132887,0,3,1,0
67133349,1,1,3,0
67143651,0,4,1,1
67146621,0,2,3,1
67151676,0,2,2,1
67152699,1,1,1,0
67157997,0,3,3,0
67159914,0,3,1,0
67163055,1,2,1,1
67164705,0,2,1,1
67173396,1,4,2,0
67174629,0,3,2,0
67174821,0,2,2,0
67175247,1,2,1,0
67175835,0,1,2,0
67177614,0,2,2,0
67178649,1,3,2,0
67179285,0,2,2,0
67186602,0,4,1,1
67189029,1,1,2,1
67193853,1,3,1,0
67194873,1,1,1,1
67196307,1,1,2,1
67207086,0,1,4,0
67210128,1,2,1,0
67211178,0,3,1,1
67211655,1,2,4,0
67214460,1,2,3,0
67217547,1,3,4,1
67219929,1,2,2,0
67223811,0,2,2,0
67224672,0,2,2,0
67226526,0,2,3,0
67232490,0,2,1,1
67233192,0,2,1,1
67233804,0,2,3,0
67233921,0,2,4,0
67236252,0,2,1,0
67238619,0,2,1,1
67239981,0,4,2,1
67240359,1,3,2,0
67244763,0,2,4,1
67244808,0,2,2,0
67246782,1,3,3,1
67246953,1,1,2,0
67247850,0,2,1,1
67251030,0,3,2,0
67252266,0,2,1,0
67254561,1,3,1,0
67257174,0,4,1,0
67257306,1,2,2,1
67258251,0,2,3,1
67258863,0,2,2,0
67262835,0,2,2,0
67264524,0,2,1,0
67267398,0,2,1,0
67269687,0,2,2,0
67271214,0,3,2,0
67271727,0,3,1,0
67272948,1,1,2,0
67273863,0,3,1,0
67281123,0,3,1,0
67282680,0,2,2,0
67282704,0,2,2,0
67283517,0,3,3,1
67286127,1,4,1,0
67287606,0,2,4,0
67289604,0,4,1,1
67289613,0,4,2,0
67291692,0,1,3,0
67295262,0,2,2,0
67295379,1,3,3,0
67297317,0,3,1,0
67302279,0,3,2,1
67305435,0,3,2,0
67312227,0,2,2,0
67314891,0,2,1,0
67319226,1,3,2,1
67321077,0,2,2,0
67324506,0,2,1,0
67325094,0,2,1,0
67331976,1,4,1,0
67335951,0,2,2,0
67340244,0,2,2,0
67342101,1,4,1,0
67342332,0,3,1,1
67346412,0,2,1,0
67346571,1,2,2,1
67350213,1,3,1,0
67354572,0,1,2,0
67359618,0,4,1,0
67360065,1,2,1,1
67360704,0,1,3,0
67363971,0,3,2,0
67364772,1,2,3,1
67364799,0,2,2,0
67365648,0,3,2,1
67367943,0,3,4,0
67368372,1,2,3,0
67369530,1,4,1,0
67373739,1,3,2,0
67374795,0,3,1,0
67378317,0,2,4,0
67378656,1,2,2,1
67382484,0,1,1,0
67383063,1,3,2,1
67385214,1,4,1,0
67386042,0,3,2,1
67389357,0,2,3,0
67394127,0,1,2,0
67394334,1,2,2,0
67395444,0,1,1,0
67398795,0,2,3,0
67398978,0,3,1,0
67399032,0,3,4,0
67399407,1,2,2,0
67400628,0,2,2,1
67402011,0,3,1,1
67404903,0,3,1,0
67404981,0,2,1,0
67410111,0,3,1,0
67411221,0,2,2,0
67412709,1,3,1,0
67415937,0,2,2,0
67418682,0,4,1,1
67422522,0,2,1,0
67422663,0,2,3,0
67422843,1,3,3,0
67423164,0,3,4,0
67428357,0,2,2,0
67432119,0,2,3,0
67438074,0,4,1,0
67442193,0,2,1,1
67442460,0,3,2,0
67442472,0,2,2,1
67447218,0,2,2,0
67447977,0,4,1,0
67450338,0,3,1,0
67452816,0,2,2,0
67459674,1,2,1,0
67461003,0,4,4,1
67464267,0,2,1,0
67464384,1,3,1,1
67465809,0,2,1,0
67466418,1,3,3,0
67466820,1,1,1,0
67469868,0,4,1,0
67472535,0,2,1,1
67472580,0,3,2,1
67473726,0,2,2,0
67479549,1,3,2,1
67482336,1,2,2,0
67483902,0,3,2,0
67488081,1,3,1,1
67489506,0,2,1,1
67490862,0,3,1,0
67492620,1,2,2,1
67492677,0,1,2,1
67492920,0,2,3,0
67499004,0,2,1,1
67503048,1,3,1,0
67504524,0,4,1,0
67507269,1,3,1,0
67512339,0,3,2,0
67513701,1,4,2,1
67517223,0,3,2,1
67517493,0,3,2,0
67519335,0,3,3,0
67519779,0,1,1,0
67526373,0,2,3,1
67527627,1,2,1,0
67530057,0,3,3,0
67530264,0,2,2,0
67530708,0,2,1,0
67533018,0,3,3,0
67536813,1,4,1,1
67537905,0,2,2,0
67538343,0,3,2,1
67542159,0,2,3,1
67542504,0,3,1,0
67543647,0,3,1,1
67552134,0,3,1,0
67553232,0,1,1,0
67553685,0,3,1,1
67554498,0,2,4,0
67560636,1,3,1,1
67567857,0,3,1,0
67570731,0,2,4,1
67574547,0,2,2,1
67576911,0,4,4,0
67582515,0,2,3,0
67586634,1,3,3,1
67588065,0,2,0,0
67588074,0,4,1,0
67590462,0,2,2,1
67590681,0,3,1,0
67590753,1,3,1,1
67595142,0,2,2,1
67601850,0,1,2,0
67606473,0,2,1,1
67608240,1,2,2,1
67608474,0,1,3,0
67611513,0,4,2,1
67627032,0,3,1,1
67627860,1,4,2,0
67632759,0,3,2,1
67634121,1,2,1,0
67634883,0,2,3,1
67641195,0,3,2,1
67641744,0,2,2,1
67643775,1,3,1,0
67643853,0,3,3,1
67646931,1,4,1,0
67648497,0,3,2,0
67653480,0,2,3,1
67658628,1,2,2,0
67660749,1,2,2,0
67662102,1,1,2,0
67663239,1,1,1,1
67665840,1,2,3,0
67671393,0,2,3,1
67671666,0,2,3,0
67671750,0,2,1,1
67675815,1,4,1,0
67680057,0,3,1,1
67681014,1,3,2,0
67681164,0,2,2,0
67689267,0,3,1,1
67693518,1,1,2,0
67694835,0,2,1,0
67695834,1,3,1,0
67696281,1,4,1,0
67696956,1,3,3,0
67698258,0,1,1,0
67699266,0,2,3,0
67699560,0,2,2,0
67701405,1,3,2,0
67704180,1,3,1,0
67707540,0,2,1,0
67709688,1,3,2,1
67713813,0,2,1,0
67717833,0,2,3,1
67719474,0,2,4,0
67724784,0,1,2,0
67725249,0,2,2,0
67725882,1,3,3,0
67727673,0,1,1,0
67727775,1,3,3,0
67730793,0,2,1,1
67733646,0,3,2,0
67734423,0,2,3,1
67735353,0,3,3,0
67738425,1,3,1,0
67739580,0,2,1,1
67742613,1,2,2,0
67747032,0,1,2,1
67747695,0,2,1,0
67750575,0,3,1,0
67750677,0,2,2,0
67751286,0,2,3,0
67753953,1,3,2,0
67754331,1,2,3,1
67758060,0,2,2,1
67760481,1,2,2,0
67760796,1,1,1,0
67764549,0,2,3,1
67764837,0,3,1,1
67766499,1,3,2,0
67766976,0,2,3,1
67768953,1,4,1,0
67769241,1,3,1,0
67769385,1,3,1,0
67772613,1,2,2,0
67772712,0,2,2,0
67773357,0,3,1,1
67777383,0,3,3,0
67778388,0,2,1,0
67778433,0,2,1,0
67784859,0,2,2,0
67785021,0,2,3,0
67785198,0,2,2,0
67786341,0,2,1,0
67793223,1,2,1,1
67797321,0,3,4,0
67798710,0,1,3,0
67799586,0,2,1,0
67802211,1,2,2,0
67803273,1,2,2,0
67813344,0,2,2,0
67814715,1,3,1,0
67822962,0,1,3,0
67824879,0,1,1,0
67825224,1,1,2,0
67832667,0,1,1,0
67833657,0,3,2,1
67839660,1,2,2,0
67841778,1,1,3,0
67842978,0,2,3,0
67844436,0,1,2,0
67846236,0,4,1,1
67847388,1,2,2,0
67851066,0,2,1,1
67852605,0,3,2,0
67858371,0,2,3,1
67858779,1,2,3,0
67859094,0,3,2,1
67861110,0,1,3,0
67861260,0,3,3,0
67861353,0,2,1,0
67866153,0,2,2,0
67868145,0,2,2,1
67870185,0,2,1,0
67871625,0,2,2,0
67874178,0,2,1,0
67876503,0,2,2,1
67884453,0,2,2,0
67885854,0,2,1,1
67888920,1,3,3,0
67894170,1,2,2,0
67896480,1,4,1,0
67901187,1,4,1,1
67904346,0,1,2,0
67904451,0,1,1,0
67905771,0,2,3,0
67908708,0,2,3,1
67910301,1,2,2,0
67912182,0,2,2,0
67912602,0,2,1,0
67920087,0,1,2,0
67920888,0,2,2,0
67921800,1,3,1,0
67922328,0,2,1,0
67925232,0,2,4,0
67925676,0,2,3,0
67926132,1,3,2,1
67929507,0,1,1,1
67932528,0,1,1,0
67934592,0,2,2,1
67937799,0,2,1,0
67939653,1,4,3,1
67943442,0,1,1,0
67945773,1,3,1,0
67947252,0,2,2,0
67951323,0,2,4,0
67951338,1,3,1,0
67951371,0,2,2,0
67952076,0,2,1,1
67953414,0,4,1,0
67960170,0,3,4,0
67966635,0,4,1,0
67970112,0,1,1,1
67970730,0,2,2,0
67971897,0,2,2,0
67973250,0,2,2,1
67973526,1,1,3,0
67977507,0,2,2,1
67977786,0,2,3,1
67978983,1,1,3,0
67980321,1,4,1,0
67980339,0,1,1,0
67985073,0,2,4,0
67985373,0,2,1,0
67986132,0,2,2,0
67987443,1,2,3,0
67988121,0,2,3,0
67989261,0,1,1,1
67991274,0,3,2,0
67991901,0,2,2,0
67997898,0,2,1,0
67998159,1,3,2,0
67998519,0,2,2,0
68001831,1,2,1,0
68002599,0,2,3,1
68003439,0,3,3,0
68006718,0,2,3,0
68008863,0,3,2,1
68009544,1,1,2,0
68011536,1,2,2,1
68011635,1,3,1,1
68012184,0,1,2,0
68015592,1,3,1,0
68016051,1,2,2,0
68016771,0,2,3,1
68024646,0,2,2,0
68025498,0,4,1,1
68025669,1,2,3,0
68026719,0,2,2,0
68031891,0,2,2,1
68031960,0,2,2,1
68032725,0,2,2,0
68035419,0,3,2,0
68037375,0,2,2,0
68039091,1,2,2,0
68041425,1,2,3,0
68045904,0,3,1,1
68050749,0,1,2,1
68051130,0,2,3,1
68053269,0,3,1,1
68054244,0,1,4,0
68054964,0,2,1,0
68058384,0,2,3,0
68058780,0,2,2,1
68060574,1,3,2,0
68061702,0,3,1,1
68067858,0,2,0,0
68068278,1,2,2,1
68068851,1,3,1,1
68070924,0,4,1,0
68073126,1,3,2,1
68073831,1,3,1,1
68074074,1,3,1,0
68074710,0,2,1,0
68076960,0,2,1,0
68078622,1,4,1,0
68082300,0,3,2,1
68085735,1,3,2,0
68086014,0,2,1,0
68091039,0,2,1,0
68091045,0,2,2,0
68094483,1,4,2,0
68096415,0,1,2,1
68097387,0,3,1,0
68098077,1,2,1,0
68099082,0,3,1,0
68102340,0,1,1,0
68105568,0,3,2,0
68107011,0,2,2,0
68108037,0,3,3,1
68108064,0,3,3,0
68108280,1,3,2,0
68111073,1,3,3,1
68111736,0,3,1,1
68113359,1,2,2,0
68115351,0,2,2,1
68118156,0,2,2,0
68119125,0,3,1,0
68123922,1,3,2,0
68129064,1,1,2,0
68129166,0,2,3,1
68130864,0,4,1,1
68132691,1,2,2,0
68142801,0,4,1,1
68143197,0,1,1,0
68143242,0,1,1,0
68143404,1,2,3,0
68145117,0,2,2,0
68145858,0,2,1,0
68148147,0,4,1,0
68148981,1,3,1,0
68154474,1,4,2,1
68155860,0,2,1,0
68156166,1,4,2,0
68158323,1,2,2,0
68159973,1,4,1,1
68163045,0,2,3,0
68164035,0,3,1,0
68164128,0,3,1,0
68167767,1,1,2,0
68168100,0,3,1,0
68173428,0,1,3,0
68175072,1,2,1,1
68175279,0,3,1,0
68175699,1,4,2,0
68176740,0,2,2,0
68182332,1,2,2,1
68186034,0,4,0,0
68188221,0,2,3,0
68191323,0,2,1,1
68195436,0,3,3,1
68196342,0,2,2,0
68196801,1,2,2,0
68197884,1,2,3,0
68201907,1,3,1,0
68206419,0,2,1,0
68208021,0,3,1,1
68209875,1,3,2,0
68210943,0,2,3,0
68211705,0,3,1,1
68214642,0,3,2,1
68216112,0,4,2,0
68216961,0,2,1,0
68218059,0,2,2,1
68221395,0,2,1,0
68222556,1,4,2,1
68224512,0,4,2,0
68234088,0,3,3,0
68237349,0,1,1,0
68237661,0,1,2,0
68245056,1,2,2,0
68245626,1,2,2,1
68248014,0,3,4,0
68256144,1,2,1,0
68260014,0,2,2,0
68260131,0,2,1,1
68261922,1,1,2,1
68262081,1,4,2,0
68262558,1,4,3,0
68267028,0,2,1,1
68267202,0,2,1,0
68269419,1,2,2,1
68272332,0,2,2,1
68273397,0,3,3,1
68274039,0,2,2,1
68277903,0,3,2,0
68278269,1,3,1,1
68279034,0,1,2,0
68283921,1,4,2,0
68287935,1,2,1,0
68291022,1,1,1,0
68309406,0,2,2,0
68417526,1,3,1,0
68499006,0,2,2,1
68501574,1,1,2,0
68519052,0,1,2,0
68520756,0,2,2,0
68546469,0,4,1,1
68580567,0,1,1,0
68698272,0,2,2,0
68762046,0,3,3,0
68906724,0,1,2,1
68917170,0,4,1,0
68939976,0,2,1,1
69264366,0,2,2,0
69302754,0,2,3,0
69305391,1,3,1,0
69311778,0,3,1,0
69451680,0,2,3,0
69452877,0,2,3,0
69503433,0,3,1,0
69591507,0,2,2,0
69592434,0,1,2,0
69957417,0,2,2,0
70175466,1,4,3,0
70479819,0,3,1,0
70838727,1,2,1,0
70869528,0,1,2,1
70869765,0,2,2,0
70964400,1,3,3,0
70968309,0,3,2,0
71067519,0,2,1,0
71235645,0,3,1,0
71237901,0,4,2,0
71248812,0,4,1,1
71309172,0,2,1,0
71309610,0,2,3,0
71310090,0,2,1,0
71310444,1,2,2,1
71311179,0,2,3,0
71386812,0,2,1,0
71391024,0,4,1,1
71483148,0,2,3,0
71657103,0,3,1,0
71657523,0,2,2,0
71979522,1,2,2,0
71994672,0,3,2,0
72134406,1,3,2,1
72134448,0,2,2,0
72220410,1,2,2,0
72263766,0,2,2,1
72264963,1,2,1,0
72324723,0,3,2,0
72372135,0,2,1,0
72914064,0,2,2,0
72970614,0,3,4,1
73020723,0,3,2,0
73076403,1,1,1,1
73385919,0,2,3,0
73387842,0,3,1,0
73388436,0,2,1,0
73389165,0,2,3,0
73390848,1,2,1,0
73492443,1,2,3,0
74243997,0,2,3,0
74245338,0,2,2,0
74251944,1,2,2,1
74260305,0,2,2,0
74261100,1,4,2,1
74283087,1,3,2,0
74285433,0,1,1,0
74288019,1,2,3,0
74297424,0,2,1,0
74325360,0,2,1,0
74339262,0,1,1,0
74368359,1,4,2,0
74368725,0,2,4,0
74371887,1,1,4,1
74371944,0,3,1,0
74377380,1,2,1,1
74378967,0,2,1,1
74388309,0,2,2,0
74392083,0,1,3,1
74393517,0,1,2,1
74393829,0,2,2,0
74399691,0,1,1,0
74400465,0,4,1,1
74407029,0,2,1,1
74410122,1,2,2,0
74414595,0,4,2,1
74415330,0,2,2,1
74416671,1,1,2,0
74419176,0,2,1,0
74424858,1,4,1,0
74430840,0,1,1,0
74434197,0,2,4,0
74436654,0,2,2,0
74451921,0,2,2,0
74454537,0,1,1,0
74454675,0,3,2,1
74455836,1,2,2,1
74457669,0,1,2,0
74459610,0,3,1,0
74460507,1,4,1,1
74462343,0,1,3,1
74480700,0,2,2,0
74481828,1,4,1,0
74484102,0,2,1,0
74490057,0,2,1,1
74493237,0,2,1,0
74507712,0,3,2,0
74514771,0,2,2,0
74519463,0,3,3,0
74523210,0,2,1,0
74537136,0,1,2,0
74539065,0,1,1,0
74544123,1,2,3,1
74553387,0,3,1,0
74558007,1,2,2,1
74562189,0,2,2,0
74564727,0,1,3,0
74564766,0,3,1,0
74565012,1,3,1,0
74575629,0,2,2,0
74580732,0,1,1,0
74583645,0,2,1,1
74584593,0,2,1,0
74590386,0,2,1,1
74591877,0,1,1,0
74595270,0,1,2,1
74595642,0,4,1,0
74597109,1,1,2,1
74600379,0,3,1,0
74601324,0,2,2,0
74601768,0,2,2,1
74604108,0,2,3,1
74604771,0,2,2,0
74605575,1,4,1,1
74606277,0,3,1,0
74609394,0,2,4,1
74610531,0,1,2,0
74617332,0,1,1,0
74618331,0,2,1,0
74618886,1,1,2,0
74619609,1,4,1,0
74625801,0,3,3,0
74626278,0,1,1,0
74628879,0,3,1,1
74629623,0,2,1,1
74630850,1,1,1,1
74632335,0,2,1,0
74634882,1,3,2,0
74635512,1,2,2,0
74638422,0,1,2,0
74641938,1,4,1,1
74643417,0,2,1,0
74643804,0,1,3,0
74644305,0,1,1,0
74650758,0,2,2,1
74652084,0,1,1,0
74653653,1,3,1,0
74658837,1,4,2,1
74659509,0,2,3,0
74678853,0,2,2,0
74680593,1,1,3,0
74683593,1,3,1,0
74696610,0,2,2,0
74697828,1,2,1,0
74698845,1,2,1,0
74711193,0,2,2,0
74713215,0,2,1,0
74713389,0,1,2,1
74724591,0,2,2,0
74730219,0,3,1,0
74734560,0,2,2,1
74734599,0,2,1,0
74735883,0,4,1,0
74737482,1,2,3,0
74738094,0,3,0,1
74738223,1,3,2,0
74739105,0,3,1,1
74750865,1,4,2,0
74751888,0,2,1,0
74753811,0,1,3,0
74757108,0,2,2,0
74757528,1,2,1,0
74759322,1,3,1,0
74759757,0,1,3,1
74760171,1,1,1,1
74761407,0,1,2,0
74762757,0,2,2,0
74765157,1,3,2,0
74765517,1,4,1,1
74766966,1,2,1,0
74769642,0,4,1,1
74772168,0,3,1,0
74773869,0,1,1,1
74774217,1,1,3,1
74778780,1,1,3,1
74784183,0,1,1,0
74786190,1,1,3,0
74792715,0,2,2,0
74792931,0,2,2,1
74796816,1,1,3,0
74797485,0,1,1,1
74800332,0,2,2,1
74802123,0,2,1,0
74802423,0,3,4,0
74802684,1,2,2,0
74805669,1,2,2,1
74805852,0,2,3,0
74806182,1,1,2,0
74808801,0,4,1,0
74811798,1,2,2,0
74813973,0,2,2,0
74814864,0,1,2,1
74815146,0,1,1,0
74817474,1,3,2,1
74822373,1,1,1,1
74822916,0,3,1,1
74822979,1,2,1,0
74823219,0,2,2,0
74823312,0,4,1,0
74830905,0,1,2,0
74833239,0,2,3,0
74835519,1,4,2,0
74837259,0,3,1,0
74840445,0,2,2,0
74843976,0,2,2,0
74853867,0,2,2,0
74854575,0,3,1,0
74854599,0,2,2,1
74856978,0,2,2,0
74858025,1,3,1,0
74859813,0,3,2,0
74865021,0,1,1,1
74868720,0,2,2,0
74877141,0,2,2,1
74885097,0,2,1,0
74886654,0,2,2,0
74894682,0,3,2,0
74896047,1,3,3,1
74897163,0,2,1,0
74901912,1,2,1,0
74902551,0,3,2,0
74903550,0,3,1,0
74909301,0,2,2,0
74909547,1,4,0,0
74909655,0,2,2,0
74919792,0,1,4,1
74921022,0,3,1,0
74922867,1,3,1,0
74927361,0,1,3,1
74927502,0,1,1,0
74928303,0,2,3,0
74928747,0,2,1,1
74945436,0,2,1,1
74951004,0,4,4,0
74951313,1,4,2,0
74951505,1,1,3,1
74957604,0,2,3,0
74958282,1,2,2,0
74960871,0,1,1,0
74961243,0,2,2,1
74961780,0,3,2,1
74965296,1,2,1,1
74969289,0,3,2,0
74969619,0,2,2,0
74971776,0,1,2,0
74977134,0,2,2,0
74977707,0,3,1,0
74984001,0,1,2,0
74984226,0,2,2,0
75002655,0,1,1,0
75003048,1,2,1,0
75007206,0,2,1,0
75009564,1,2,1,1
75015570,0,1,1,0
75016437,1,1,1,0
75017493,0,2,4,1
75017763,1,2,2,0
75019629,0,2,1,0
75020082,0,3,1,1
75025179,0,3,3,0
75034932,1,3,1,1
75035133,0,3,1,0
75035601,0,2,1,0
75037044,0,2,2,0
75039804,0,3,2,1
75045756,0,3,2,1
75053901,0,2,2,1
75055464,0,3,2,0
75055677,0,1,2,0
75058794,0,3,2,0
75063789,0,2,2,1
75064593,1,1,3,1
75064977,1,3,1,0
75067488,0,1,2,1
75068082,0,3,1,0
75069333,1,2,2,0
75069546,0,3,3,0
75070815,0,3,2,0
75071154,1,3,2,0
75071868,1,2,1,0
75073545,0,3,2,0
75073941,1,1,1,1
75074979,1,1,1,1
75080481,0,2,3,0
75083607,0,1,3,0
75084273,0,3,3,0
75085032,1,2,2,0
75085902,0,2,2,0
75087714,1,3,1,0
75092553,0,2,1,1
75094317,1,3,1,0
75094638,0,3,1,1
75097725,0,1,3,1
75097830,0,2,1,1
75099651,1,2,2,0
75100035,0,2,2,1
75100527,0,2,2,0
75102333,1,2,2,1
75104427,1,1,1,0
75107280,0,1,1,0
75110358,0,3,2,1
75112857,0,1,1,0
75114900,1,4,1,0
75120777,0,2,1,0
75126273,1,1,1,0
75130470,1,3,2,0
75131829,0,1,1,0
75134706,0,1,1,1
75135384,0,3,3,1
75135588,0,2,3,1
75136593,0,3,2,0
75136686,1,4,1,1
75137877,0,4,2,0
75145338,1,4,2,0
75145581,0,2,1,1
75149853,0,2,1,0
75151734,0,3,1,0
75158331,0,3,1,0
75161568,0,2,2,0
75164997,0,4,2,1
75168426,0,2,3,1
75169278,0,2,1,0
75173394,1,2,2,0
75176007,0,2,1,0
75177762,0,2,2,0
75177909,0,2,2,0
75179073,0,2,2,0
75183246,0,1,2,0
75187569,0,3,2,0
75188313,1,2,4,0
75191637,1,3,2,0
75194712,1,2,2,0
75195072,0,2,1,1
75196680,0,4,1,1
75200571,1,3,1,0
75202578,0,3,2,1
75202650,0,3,1,0
75209013,0,4,1,0
75210204,1,3,2,0
75211080,0,3,3,1
75211761,0,2,2,0
75214362,1,3,3,0
75215910,1,2,2,0
75219909,1,2,2,0
75222840,0,4,2,0
75231231,1,3,2,1
75232026,1,1,1,0
75237078,1,1,2,1
75243111,0,1,2,0
75249465,0,2,1,0
75253026,0,4,1,0
75253641,0,1,1,0
75255684,0,2,2,0
75260055,0,3,1,0
75263334,0,3,1,0
75264117,0,3,3,1
75268581,0,1,4,0
75269208,1,2,1,0
75273285,0,2,2,0
75273681,0,3,3,0
75279789,0,2,3,1
75282663,1,2,1,1
75286149,0,3,3,0
75289755,0,2,2,0
75292104,1,1,3,0
75301137,0,2,4,1
75302442,0,2,1,0
75303819,1,3,2,1
75305178,0,1,1,1
75306426,0,4,1,1
75306492,1,3,2,1
75307497,1,2,2,0
75309045,1,4,1,0
75309981,1,2,2,1
75313308,0,2,3,0
75314736,1,2,1,0
75320277,0,1,2,0
75320736,0,2,2,0
75321297,1,1,1,1
75322416,0,2,1,1
75325188,1,2,2,0
75334224,0,2,3,0
75337950,0,2,2,0
75343470,1,3,3,0
75347676,0,2,2,0
75350763,0,4,1,1
75351645,0,2,2,0
75366837,1,2,2,1
75370125,0,1,3,0
75373032,0,1,2,0
75375807,1,2,2,0
75377871,1,2,3,1
75378624,1,3,3,1
75381798,0,3,3,0
75382188,1,3,1,0
75386145,1,2,1,0
75386280,0,2,1,1
75390270,0,2,2,0
75391209,0,3,1,1
75391371,0,1,1,0
75391857,0,4,1,0
75392682,0,1,1,0
75398310,1,4,1,0
75398919,0,3,2,1
75400422,0,4,1,0
75403614,0,2,3,1
75404952,0,3,1,0
75411129,0,2,2,0
75411246,0,3,1,0
75414621,0,2,1,0
75415857,0,1,1,0
75418134,0,3,1,0
75421008,1,2,1,0
75421290,0,2,2,0
75428208,0,3,3,0
75433137,0,1,1,0
75434895,1,4,1,0
75435429,0,3,3,0
75436746,0,2,1,1
75437175,1,1,3,0
75437286,0,3,1,1
75439674,0,1,2,0
75442566,0,2,3,1
75443127,0,2,1,0
75456450,0,2,4,0
75466194,0,4,1,1
75467175,0,2,1,0
75470751,1,3,2,0
75478842,0,2,1,0
75479319,0,2,3,1
75485142,0,2,2,0
75487803,0,2,1,1
75501558,1,1,1,0
75510702,0,1,1,0
75512211,0,2,2,0
75512283,0,4,1,1
75514263,0,3,2,1
75516693,0,4,1,1
75517143,0,3,1,1
75517686,0,3,1,0
75518859,0,4,4,1
75525273,1,1,1,0
75534567,0,2,1,1
75538773,0,2,1,1
75543834,0,2,2,0
75553872,0,1,2,1
75557070,0,1,1,0
75561588,1,4,1,0
75562512,1,2,1,0
75564453,1,2,1,1
75566106,0,1,1,0
75574497,0,2,1,0
75575748,1,2,1,0
75576252,1,2,2,0
75579375,0,3,1,0
75580473,0,2,2,1
75581280,0,2,2,0
75585321,0,1,1,0
75587733,1,3,3,0
75591102,0,4,2,0
